channel_F4_power_8_12_abs,channel_F7_PL_1ch,channel_F7_petrosyan,channel_FC5_median,channel_FC6_PL_1ch,channel_FC6_freq_mean_alpha,channel_FC6_lyap_r,channel_FC6_power_8_12_abs,channel_O1_lyap_r,channel_O2_Hig,channel_O2_first_der,channel_O2_samp_entropy,channel_O2_second_der,channel_O2_wvlt_gamma,channel_P8_PE,channel_T8_lyap_r,channel_T8_spec_entropy,arousal
0.11985086837921267,49,1.0161977002432434,0.002108901740995428,7,0.0025809367168001768,0.044504955030025495,0.1463633642676795,0.0424328850026716,1.6787500946345997,4.764288759739133,0.14936972120930986,5.584754627446887,94002.39748733351,3.882107827132061,0.037663385621323535,9.951979916346954,7.71
0.1708155802807641,74,1.016153288710597,-0.02228991735169239,49,0.0016800373351275955,0.048186108582001945,0.18048092791087167,0.04681087962368066,1.5835807628925411,4.15692832301478,0.3514307772747391,5.360469814877786,94522.41192304199,3.7849073154734216,0.044870318774890235,9.959563575719098,8.1
0.19325709008732672,26,1.0164097053349952,0.07594398232426801,49,0.007960930184125053,0.04403565641035107,0.1655112615781068,0.04597040477551903,1.6170272239891983,4.040245852269487,0.18588695700668686,5.02472868381616,78014.68777106161,3.860019813126189,0.04238549533643216,10.013454378468923,8.58
0.1701584527403966,29,1.0162174344341262,0.0995508815034734,49,0.01189036140117988,0.04419890149195398,0.1525653466704847,0.04815554968396527,1.5306338379218063,3.9285359321774393,0.15377289141710426,5.147495760372268,119949.5423223567,3.760362312304125,0.042116192767494544,9.880329907732435,4.94
0.15253937874456233,67,1.0168573711057185,-0.10142895226352988,26,0.002747609434890849,0.045954359294776696,0.14863535394882355,0.048887830031545586,1.726196975312848,3.660762335426224,0.15492179295411834,4.360099547209228,48372.66205921562,3.948161891508063,0.03531735705781018,10.073673822565224,6.96
0.16384996309208585,49,1.0169408515693328,-0.035190542965812484,73,0.002408533765076214,0.04579185704539596,0.16722250409758554,0.047756109649973816,1.6607931303495396,5.392523832331225,0.1859195413737102,6.3339314867692265,113759.81885857994,3.88556441877492,0.0443349102385959,9.950173345827533,8.27
0.16321036802518282,74,1.0168671947721557,0.19670934502528328,49,0.0074411431722292785,0.04698693115908401,0.16211602592573118,0.048738616122339005,1.6685803329940467,4.818378328653012,0.14596139610610168,5.63213344712184,91589.88076801931,3.7955081011582577,0.04527563815726378,9.838624793864447,7.44
0.13844832845357144,7,1.015495428935609,-0.01975562832681244,49,0.0053397880284099045,0.04818753264004132,0.14043025574885587,0.04564404947715888,1.5019111632350246,3.451070300708813,0.1569684957056622,4.81443308504129,90216.36533603068,3.9376778886539054,0.045396494417262345,9.784242251084981,7.32
0.17600650293091585,10,1.0164540401803193,-0.05575399178199625,60,0.0014695927704560152,0.0476284695747204,0.16824913934734698,0.04523744750441162,1.6258020536794948,5.121215577594227,0.30047889972169395,6.210439560398883,104963.81327826652,3.835079239898386,0.046231376592126366,10.053810224393313,4.04
0.18709580083291089,49,1.0169359422522508,0.04106179764079743,62,0.0018371906860877427,0.04596505263694255,0.1864321308325889,0.0391720737413409,1.7083826643316329,4.609837383213856,0.1030248141828497,5.3278438208334284,71052.04211478923,3.759280142453208,0.04155832821862734,9.923000815123698,1.99
0.13811042644617333,54,1.0164737403051312,-0.058083722668281434,9,0.003370524940685546,0.04656914212649935,0.1609040299538574,0.04865304249569896,1.5851973904535932,3.319834495822509,0.10878023869633098,4.445104661785979,77621.24879532735,3.8262773719037217,0.044075864687898175,9.871321299205462,2.99
0.15536178414294666,49,1.0151430406728996,0.09183874209409072,86,0.013538082104248915,0.04694826441599919,0.17727860867492468,0.049590507933968006,1.6317055238299656,3.526592609382928,0.1998182995167368,4.4943518109286265,63237.573190412266,3.9370815014908467,0.04625992541922665,9.815780439776226,2.71
0.18283106357605666,53,1.0162766212579373,0.056176210976539326,11,0.008110298680567469,0.04682433551415468,0.18607970805592247,0.047162006761794766,1.5527561744997609,3.746760719248954,0.1923992500525504,4.934568220293327,92000.35630188863,3.864012072666037,0.04093344797167855,9.97595024444368,1.95
0.15080491145293273,49,1.0159705680869502,0.01310743847605078,49,0.0056781107668940935,0.044464260922338746,0.16647760942695208,0.048346454398076416,1.5621447261510824,3.4223512045743663,0.22765254799780954,4.602117984912328,68691.39141474155,3.8589145342629902,0.04367088402124282,9.798161747712221,4.18
0.15839015258811653,70,1.0161779634261952,0.08426648999479025,49,0.008779237481432521,0.04182575917887196,0.1566586073242197,0.0491813294869617,1.6248923856033268,3.4907615643407097,0.17680896631536622,4.434604029985327,55381.20061229702,3.8726673573470713,0.044993047427414105,9.715834545952712,3.17
0.1690277752947946,28,1.0167148548743763,-0.0011746432940231144,65,0.0046044594739427114,0.04458568132013317,0.15534268591680814,0.04168301841668909,1.7793405049896354,5.572295297256807,0.13236755925412416,6.1766507056900135,88902.12727287403,3.9172105352632682,0.03870085477828975,9.976357116719301,6.81
0.1623386196008861,54,1.0168328090966892,0.007980442670642282,0,0.0001590291499923726,0.04571771487257538,0.1899617677193704,0.05044984620316585,1.6419677250919082,3.319466302282335,0.18791746281126329,4.117488050567202,46587.9562522492,3.8700963710928873,0.0472309237135981,9.695661901200364,2.46
