,channel_AF3_Betti_0ch,channel_AF3_Betti_1ch,channel_AF3_Betti_2ch,channel_AF3_PL_0ch,channel_AF3_PL_1ch,channel_AF3_PL_2ch,channel_AF3_PE,channel_AF3_PE_2,channel_AF3_PE_3,channel_AF3_PL_G_0ch,channel_AF3_PL_G_1ch,channel_AF3_Betti_G_0ch,channel_AF3_Betti_G_1ch,arousal,valence,dominance,liking,subject,channel_F3_Betti_0ch,channel_F3_Betti_1ch,channel_F3_Betti_2ch,channel_F3_PL_0ch,channel_F3_PL_1ch,channel_F3_PL_2ch,channel_F3_PE,channel_F3_PE_2,channel_F3_PE_3,channel_F3_PL_G_0ch,channel_F3_PL_G_1ch,channel_F3_Betti_G_0ch,channel_F3_Betti_G_1ch,channel_F7_Betti_0ch,channel_F7_Betti_1ch,channel_F7_Betti_2ch,channel_F7_PL_0ch,channel_F7_PL_1ch,channel_F7_PL_2ch,channel_F7_PE,channel_F7_PE_2,channel_F7_PE_3,channel_F7_PL_G_0ch,channel_F7_PL_G_1ch,channel_F7_Betti_G_0ch,channel_F7_Betti_G_1ch,channel_FC5_Betti_0ch,channel_FC5_Betti_1ch,channel_FC5_Betti_2ch,channel_FC5_PL_0ch,channel_FC5_PL_1ch,channel_FC5_PL_2ch,channel_FC5_PE,channel_FC5_PE_2,channel_FC5_PE_3,channel_FC5_PL_G_0ch,channel_FC5_PL_G_1ch,channel_FC5_Betti_G_0ch,channel_FC5_Betti_G_1ch,channel_T7_Betti_0ch,channel_T7_Betti_1ch,channel_T7_Betti_2ch,channel_T7_PL_0ch,channel_T7_PL_1ch,channel_T7_PL_2ch,channel_T7_PE,channel_T7_PE_2,channel_T7_PE_3,channel_T7_PL_G_0ch,channel_T7_PL_G_1ch,channel_T7_Betti_G_0ch,channel_T7_Betti_G_1ch,channel_P7_Betti_0ch,channel_P7_Betti_1ch,channel_P7_Betti_2ch,channel_P7_PL_0ch,channel_P7_PL_1ch,channel_P7_PL_2ch,channel_P7_PE,channel_P7_PE_2,channel_P7_PE_3,channel_P7_PL_G_0ch,channel_P7_PL_G_1ch,channel_P7_Betti_G_0ch,channel_P7_Betti_G_1ch,channel_O1_Betti_0ch,channel_O1_Betti_1ch,channel_O1_Betti_2ch,channel_O1_PL_0ch,channel_O1_PL_1ch,channel_O1_PL_2ch,channel_O1_PE,channel_O1_PE_2,channel_O1_PE_3,channel_O1_PL_G_0ch,channel_O1_PL_G_1ch,channel_O1_Betti_G_0ch,channel_O1_Betti_G_1ch,channel_O2_Betti_0ch,channel_O2_Betti_1ch,channel_O2_Betti_2ch,channel_O2_PL_0ch,channel_O2_PL_1ch,channel_O2_PL_2ch,channel_O2_PE,channel_O2_PE_2,channel_O2_PE_3,channel_O2_PL_G_0ch,channel_O2_PL_G_1ch,channel_O2_Betti_G_0ch,channel_O2_Betti_G_1ch,channel_P8_Betti_0ch,channel_P8_Betti_1ch,channel_P8_Betti_2ch,channel_P8_PL_0ch,channel_P8_PL_1ch,channel_P8_PL_2ch,channel_P8_PE,channel_P8_PE_2,channel_P8_PE_3,channel_P8_PL_G_0ch,channel_P8_PL_G_1ch,channel_P8_Betti_G_0ch,channel_P8_Betti_G_1ch,channel_T8_Betti_0ch,channel_T8_Betti_1ch,channel_T8_Betti_2ch,channel_T8_PL_0ch,channel_T8_PL_1ch,channel_T8_PL_2ch,channel_T8_PE,channel_T8_PE_2,channel_T8_PE_3,channel_T8_PL_G_0ch,channel_T8_PL_G_1ch,channel_T8_Betti_G_0ch,channel_T8_Betti_G_1ch,channel_FC6_Betti_0ch,channel_FC6_Betti_1ch,channel_FC6_Betti_2ch,channel_FC6_PL_0ch,channel_FC6_PL_1ch,channel_FC6_PL_2ch,channel_FC6_PE,channel_FC6_PE_2,channel_FC6_PE_3,channel_FC6_PL_G_0ch,channel_FC6_PL_G_1ch,channel_FC6_Betti_G_0ch,channel_FC6_Betti_G_1ch,channel_F8_Betti_0ch,channel_F8_Betti_1ch,channel_F8_Betti_2ch,channel_F8_PL_0ch,channel_F8_PL_1ch,channel_F8_PL_2ch,channel_F8_PE,channel_F8_PE_2,channel_F8_PE_3,channel_F8_PL_G_0ch,channel_F8_PL_G_1ch,channel_F8_Betti_G_0ch,channel_F8_Betti_G_1ch,channel_F4_Betti_0ch,channel_F4_Betti_1ch,channel_F4_Betti_2ch,channel_F4_PL_0ch,channel_F4_PL_1ch,channel_F4_PL_2ch,channel_F4_PE,channel_F4_PE_2,channel_F4_PE_3,channel_F4_PL_G_0ch,channel_F4_PL_G_1ch,channel_F4_Betti_G_0ch,channel_F4_Betti_G_1ch,channel_AF4_Betti_0ch,channel_AF4_Betti_1ch,channel_AF4_Betti_2ch,channel_AF4_PL_0ch,channel_AF4_PL_1ch,channel_AF4_PL_2ch,channel_AF4_PE,channel_AF4_PE_2,channel_AF4_PE_3,channel_AF4_PL_G_0ch,channel_AF4_PL_G_1ch,channel_AF4_Betti_G_0ch,channel_AF4_Betti_G_1ch
0,0,0,0,49,0,0,3.641854601672484,-1.0,-1.0,49,0,1,0,7.71,7.6,6.9,7.83,s01,0,1,0,49,70,0,3.9564959184774158,0.5592636074439905,-1.0,49,49,2,2,0,1,0,49,49,0,3.9202723103933255,0.45566582767391545,-1.0,49,49,2,2,0,0,0,49,49,0,3.7944985514211806,0.0,-1.0,49,49,2,2,0,1,0,49,82,0,3.8776076089396394,1.8018978867973459,-1.0,49,49,2,2,0,1,0,49,15,0,3.886297251579198,1.7478942375970081,-1.0,49,49,2,2,0,1,0,49,82,0,3.8334264101092828,1.339955848352104,-1.0,49,49,2,2,0,1,0,50,95,0,3.8759102570692,0.26237764540991365,-1.0,49,49,2,2,0,1,0,49,35,0,3.882107827132061,0.3776571962933428,-1.0,49,49,2,2,0,1,0,49,66,0,3.947839544080181,0.9770868116225419,-1.0,49,49,2,2,0,1,0,49,7,0,3.899083547109665,1.5116936260822094,-1.0,49,49,2,2,0,1,0,49,18,0,3.916329265283644,1.5119675999206246,-1.0,49,49,2,2,0,1,0,50,65,0,3.9379784680030774,0.2241205675430938,-1.0,49,49,2,2,0,0,0,49,49,0,3.6516772231458456,0.0,-1.0,49,49,2,2
0,0,1,0,49,88,0,3.9624632307934538,1.431327955711017,-1.0,49,49,2,2,8.1,7.31,7.28,8.47,s01,0,1,0,50,54,0,3.8610329586587455,0.7691625831394859,-1.0,49,49,2,2,0,1,0,50,74,0,3.6890784516349147,1.3185026679481482,-1.0,49,49,2,2,0,1,0,49,34,0,3.900819630583101,1.6641320646744795,-1.0,49,49,2,2,0,1,0,49,9,49,3.8385930603634506,0.34813847419532384,0.0,49,0,1,0,0,0,0,49,49,0,3.786715455268089,0.0,-1.0,49,49,2,2,0,1,0,50,30,0,3.937268536756652,1.5160134188550456,-1.0,49,49,2,2,0,1,0,50,66,0,3.8961767589484286,1.5326384380381948,-1.0,49,49,2,2,0,0,0,50,49,0,3.7849073154734216,0.0,-1.0,49,49,2,2,0,1,0,50,86,0,3.927191988145631,0.7976946531085524,-1.0,49,49,2,2,0,0,0,50,49,0,3.895985606831499,0.0,-1.0,49,49,2,2,0,1,0,49,66,0,3.921067953335639,0.9894529149422072,-1.0,49,49,2,2,0,0,0,49,49,0,3.896814415539396,0.0,-1.0,49,49,2,2,0,1,0,49,52,0,3.9836894067538844,0.3863279239954024,-1.0,49,49,2,2
0,0,1,0,49,74,0,3.7706177980722613,0.8800061766035973,-1.0,49,49,2,2,8.58,7.54,9.0,7.08,s01,0,0,0,49,49,0,3.911867470923049,0.0,-1.0,49,49,2,2,0,1,0,49,26,0,3.908908911199958,1.5024425108215882,-1.0,49,49,2,2,0,1,0,50,27,0,3.815088755287422,1.242381860807981,-1.0,49,49,2,2,0,1,0,49,49,0,3.9040342200814773,0.6574796790899459,-1.0,49,49,2,2,0,1,0,49,36,0,3.8523253326193743,1.431327914753592,-1.0,49,49,2,2,0,0,0,50,0,0,3.8134385949051297,-1.0,-1.0,49,0,1,0,0,1,0,49,66,0,3.8584029480119724,0.6271727702203158,-1.0,49,49,2,2,0,1,0,50,77,49,3.8600198131261894,2.2929602868756565,0.0,49,0,1,0,0,1,0,50,69,0,3.878425718199284,0.7944455894320893,-1.0,49,49,2,2,0,0,0,50,49,0,3.7802416694493863,0.0,-1.0,49,49,2,2,0,1,0,49,82,0,3.8556909966242885,1.287880919232947,-1.0,49,49,2,2,0,0,0,49,49,0,3.7553147342912347,0.0,-1.0,49,49,2,2,0,1,0,50,25,0,3.5928850110480073,1.1011054085130545,-1.0,49,49,2,2
0,0,1,0,50,27,49,3.9302352033386088,0.9683506208398361,0.0,49,0,1,0,4.94,6.01,6.12,8.06,s01,0,0,0,49,0,0,3.882300882390129,-1.0,-1.0,49,0,1,0,0,1,0,49,29,0,3.9619888995337007,1.311672585994923,-1.0,49,49,2,2,0,1,0,49,83,0,3.869088677140531,1.8563547952918307,-1.0,49,49,2,2,0,0,0,49,49,0,3.83859832874746,0.0,-1.0,49,49,2,2,0,1,0,50,16,49,3.7829505843513553,0.8926688725693985,0.0,49,0,1,0,0,1,0,49,21,0,3.902967108620042,1.6891915883189335,-1.0,49,49,2,2,0,1,0,49,42,0,3.64719163164587,0.7364022315122137,-1.0,49,49,2,2,0,1,0,49,62,0,3.7603623123041245,2.084874914175873,-1.0,49,49,2,2,0,1,0,49,61,0,3.85298210185162,0.7251752512198516,-1.0,49,49,2,2,0,0,0,50,49,0,3.664192550985596,0.0,-1.0,49,49,2,2,0,1,0,49,83,0,3.919847246299758,2.381266139755136,-1.0,49,49,2,2,0,1,0,49,89,0,3.8454523874103668,0.7875177007016371,-1.0,49,49,2,2,0,0,0,49,0,0,3.7109126858442134,-1.0,-1.0,49,0,1,0
0,0,1,0,49,49,0,3.8830052040963965,0.6216696861253219,-1.0,49,49,2,2,6.96,3.92,7.19,6.05,s01,0,1,0,49,81,49,3.7929412342958857,0.8399384020243505,0.0,49,0,1,0,0,1,0,49,67,0,3.958923048477165,0.8457509694021974,-1.0,49,49,2,2,0,0,0,49,49,0,3.9232580424793433,0.0,-1.0,49,49,2,2,0,0,0,50,49,0,3.8691464754045497,0.04990529642744904,-1.0,49,49,2,2,0,1,0,49,92,0,3.8397391391834423,1.8176108745099395,-1.0,49,49,2,2,0,0,0,49,49,0,3.8416539631680853,0.0,-1.0,49,49,2,2,0,1,0,50,46,0,3.8709510596561123,1.4952023468449487,-1.0,49,49,2,2,0,1,0,49,57,49,3.948161891508063,1.5857431362732501,0.0,49,0,1,0,0,1,0,49,71,0,3.927484478711774,1.9037051573801351,-1.0,49,49,2,2,0,1,0,49,26,49,3.9588916684745863,0.754003469336776,0.0,49,0,1,0,0,1,0,49,72,0,3.873239519180341,1.4248630057890783,-1.0,49,49,2,2,0,1,0,49,86,0,3.9114109806153174,1.7861749700361778,-1.0,49,49,2,2,0,0,0,50,49,0,3.930762224713362,0.0,-1.0,49,49,2,2
0,0,0,0,49,0,0,3.856943049219926,-1.0,-1.0,49,0,1,0,8.27,3.92,7.0,8.03,s01,0,1,0,49,24,49,3.937845091765456,1.5172210111735158,0.0,49,0,1,0,0,0,0,49,49,0,3.839499899031637,0.0,-1.0,49,49,2,2,0,1,0,49,89,0,3.8539955182722916,0.5637912234437327,-1.0,49,49,2,2,0,1,0,49,15,0,3.8771623693344224,0.9907208899718172,-1.0,49,49,2,2,0,1,0,49,85,0,3.9186821450203664,0.8431089733988976,-1.0,49,49,2,2,0,1,0,49,79,0,3.834023263690228,1.5827240705671142,-1.0,49,49,2,2,0,1,0,49,5,0,3.852758477684603,1.5783688231236728,-1.0,49,49,2,2,0,1,0,49,29,0,3.8855644187749196,1.4669286178392975,-1.0,49,49,2,2,0,1,0,49,49,49,3.8849884102537486,0.9405042042020854,0.0,49,0,1,0,0,1,0,49,73,0,3.6754309705136743,0.2625958129254788,-1.0,49,49,2,2,0,0,0,49,49,0,3.9036274955313752,0.0,-1.0,49,49,2,2,0,1,0,49,31,0,3.8796761719448787,1.1295480866871965,-1.0,49,49,2,2,0,1,0,50,13,0,3.744591785698565,0.5078541950273305,-1.0,49,49,2,2
0,0,0,0,50,0,0,3.810052216093745,-1.0,-1.0,49,0,1,0,7.44,3.73,7.08,7.04,s01,0,1,0,50,28,0,3.5562900834594484,1.7320896149882843,-1.0,49,49,2,2,0,1,0,49,74,0,3.912201033773954,1.6186871948990724,-1.0,49,49,2,2,0,1,0,49,53,0,3.8176560098255408,0.5828738832857813,-1.0,49,49,2,2,0,1,0,49,82,0,3.91581555779969,1.1576954043207304,-1.0,49,49,2,2,0,1,0,49,95,0,3.8935279351455216,1.5363825487209213,-1.0,49,49,2,2,0,1,0,50,73,0,3.8246480062951558,1.1886535527779372,-1.0,49,49,2,2,0,1,0,50,22,0,3.9138026727859123,0.9181612157600533,-1.0,49,49,2,2,0,1,0,49,39,0,3.7955081011582577,0.9938883999447052,-1.0,49,49,2,2,0,0,0,49,49,0,3.8359855693238276,0.0,-1.0,49,49,2,2,0,0,0,50,49,0,3.8544776813281056,0.0,-1.0,49,49,2,2,0,1,0,50,78,49,3.867515056586624,1.5564813623836136,0.0,49,0,1,0,0,1,0,49,87,0,3.7350819612284707,0.8026459944288821,-1.0,49,49,2,2,0,1,0,50,83,0,3.9001899551225407,0.24470348359041114,-1.0,49,49,2,2
0,0,1,0,49,80,0,3.9107113010548047,0.9381876888966887,-1.0,49,49,2,2,7.32,2.55,6.32,5.87,s01,0,0,0,49,49,0,3.807488822126146,0.0,-1.0,49,49,2,2,0,1,0,50,7,0,3.6523567526056744,0.3964187261339685,-1.0,49,49,2,2,0,0,0,49,49,0,3.890359391413316,0.0,-1.0,49,49,2,2,0,0,0,49,49,0,3.779013485655414,0.0,-1.0,49,49,2,2,0,0,0,49,49,0,3.7597680895688623,0.0,-1.0,49,49,2,2,0,1,0,49,34,0,3.882680910939011,1.5213472967059514,-1.0,49,49,2,2,0,1,0,50,6,0,3.8555034170872124,1.278951059751151,-1.0,49,49,2,2,0,1,0,49,5,0,3.9376778886539063,1.0998584453498876,-1.0,49,49,2,2,0,1,0,49,70,49,3.81619138458489,1.6250902476299873,0.0,49,0,1,0,0,1,0,49,49,0,3.9361540577444063,0.7627413196523275,-1.0,49,49,2,2,0,0,0,50,49,0,3.86313415595168,0.0,-1.0,49,49,2,2,0,1,0,50,78,0,3.8734462062671198,1.649144264671669,-1.0,49,49,2,2,0,1,0,50,34,0,3.7974216053975773,0.6444659624482425,-1.0,49,49,2,2
0,0,1,0,50,8,0,3.871075222650667,1.805114730485409,-1.0,49,49,2,2,4.04,3.29,3.62,5.99,s01,0,1,0,49,29,49,3.882789376405135,0.37501263053997647,0.0,49,0,1,0,0,1,0,49,10,49,3.9141028268164333,0.6092014952056793,0.0,49,0,1,0,0,1,0,49,91,0,3.828389822388234,1.330086471647002,-1.0,49,49,2,2,0,1,0,49,49,0,3.7914308585956826,0.6543559147590113,-1.0,49,49,2,2,0,1,0,49,72,0,3.8073899325547864,0.6498402328947304,-1.0,49,49,2,2,0,1,0,49,49,0,3.8036083218718746,0.8912952074772704,-1.0,49,49,2,2,0,1,0,49,80,0,3.8864578947048045,0.8503309443635805,-1.0,49,49,2,2,0,1,0,49,84,0,3.835079239898386,1.1993500901031855,-1.0,49,49,2,2,0,1,0,49,82,0,3.8357474838120056,0.8482851311035972,-1.0,49,49,2,2,0,1,0,50,60,0,3.94394283317523,0.9285717532432592,-1.0,49,49,2,2,0,0,0,49,49,0,3.860173205026025,0.0,-1.0,49,49,2,2,0,1,0,49,22,0,3.8792185599613567,1.5125612952897884,-1.0,49,49,2,2,0,1,0,49,3,0,3.824045443260431,0.9392942927426993,-1.0,49,49,2,2
0,0,1,0,49,10,0,3.848798819827394,1.355632784713593,-1.0,49,49,2,2,1.99,4.86,2.04,7.09,s01,0,1,0,49,43,0,3.874462995723755,1.2338963629563906,-1.0,49,49,2,2,0,0,0,49,49,49,3.8375886023540935,0.0,0.0,49,0,1,0,0,1,0,49,67,0,3.8646809669681996,1.5564212604179501,-1.0,49,49,2,2,0,0,0,49,49,0,3.7959061202691355,0.033950971784621066,-1.0,49,49,2,2,0,0,0,49,50,0,3.7997242387580132,0.0,-1.0,49,49,2,2,0,2,0,49,49,49,3.8823558940463,1.4501648924977073,0.0,49,0,1,0,0,0,0,49,49,0,3.8519753890261126,0.0,-1.0,49,49,2,2,0,1,0,49,49,49,3.7592801424532065,0.9259027286583187,0.0,49,0,1,0,0,1,0,49,95,0,3.893792596840627,0.9792171697257952,-1.0,49,49,2,2,0,1,0,49,62,49,3.851347289289081,1.894987897118489,0.0,49,0,1,0,0,0,0,49,49,0,3.9183312484817363,0.0,-1.0,49,49,2,2,0,1,0,50,8,0,3.8660055951531818,0.9999192893728017,-1.0,49,49,2,2,0,1,0,49,85,49,3.854754265568459,0.9495145844612769,0.0,49,0,1,0
