channel_O2_second_der,channel_O2_first_der,channel_O2_wvlt_gamma,channel_FC6_PL_1ch,channel_O2_Hig,channel_FC6_mean,channel_O2_samp_entropy,channel_O2_power_35_45_abs,channel_FC6_lyap_r,channel_AF4_power_12_25_abs,channel_T8_lyap_r,channel_FC6_power_8_12_abs,channel_O1_PE,channel_F7_petrosyan,channel_AF3_freq_std_theta,channel_P8_power_12_25_abs,channel_F4_power_8_12_abs,channel_T7_PL_1ch,channel_T8_spec_entropy,channel_F7_PE_2,channel_P8_PE,channel_F7_power_12_25_abs,channel_F7_PL_1ch,channel_F7_power_4_8_abs,channel_P8_power_8_12_abs,channel_F4_Katz,channel_P8_PE_2,channel_AF4_power_8_12_abs,channel_O2_power_4_8_abs,channel_T7_power_4_8_abs,channel_FC6_power_4_8_abs,channel_F4_power_4_8_abs,channel_T7_PE_2,channel_O2_spec_entropy,channel_FC5_median,channel_O1_spec_entropy,channel_F3_lyap_r,channel_FC5_PE,channel_F4_first_der,channel_FC6_freq_mean_alpha,channel_O1_lyap_r,channel_F7_Katz,channel_T7_PE,channel_FC6_power_35_45_abs,channel_F4_PL_1ch,channel_O2_freq_std_alpha,channel_T8_PE_2,channel_O2_freq_mean_beta,channel_O2_lyap_r,channel_F7_power_35_45_abs,channel_FC6_median,arousal
5.584754627446887,4.764288759739133,94002.39748733351,7,1.6787500946345997,-0.0004900793895080116,0.14936972120930986,0.07783206302900758,0.044504955030025495,0.4146248719314357,0.037663385621323535,0.1463633642676795,3.8334264101092814,1.0161977002432434,0.00019495200887600843,0.4297682651093552,0.11985086837921267,82,9.951979916346954,0.4556658276739154,3.882107827132061,0.4445491686260332,49,0.1608385678183948,0.18202320639763908,4.20064757139092,0.3776571962933428,0.1651289677892345,0.4107304675903475,0.1479541727608526,0.15799319159839328,0.161450132480388,1.8018978867973456,2.3823392998541943,0.002108901740995428,9.838739445689603,0.045203127554210805,3.7944985514211806,2.3627248397589047,0.0025809367168001768,0.0424328850026716,3.810018042118064,3.87760760893964,0.2727424735026218,65,0.7686846762485349,0.977086811622542,0.4616293959576011,0.0014680734614735491,0.20524720692829332,-0.0245959556297177,7.71
5.360469814877786,4.15692832301478,94522.41192304199,49,1.5835807628925411,-0.01267408481164038,0.3514307772747391,0.11916907520620698,0.048186108582001945,0.3124947078680842,0.044870318774890235,0.18048092791087167,3.937268536756652,1.016153288710597,9.728954111736714e-05,0.3135335435428489,0.1708155802807641,9,9.959563575719098,1.3185026679481482,3.7849073154734216,0.3592710582665851,74,0.16844868702110122,0.16879724934626794,3.3692121680905402,0.0,0.16700124348964024,0.3859574371246176,0.16857018565092458,0.191148363521002,0.2116737380777237,0.34813847419532384,5.937926856185819,-0.02228991735169239,9.599387686325695,0.050523437772478384,3.900819630583101,2.5407123926329023,0.0016800373351275955,0.04681087962368066,3.613658995437085,3.8385930603634506,0.2225935486338684,49,0.8011142153509281,0.7976946531085524,0.4520082857763216,0.016110658645629754,0.31231971856575824,-0.007072241386623546,8.1
5.02472868381616,4.040245852269487,78014.68777106161,49,1.6170272239891983,0.11950238643107787,0.18588695700668686,0.14975258953481038,0.04403565641035107,0.34267351271590096,0.04238549533643216,0.1655112615781068,3.8134385949051297,1.0164097053349952,0.0003378825582881074,0.4221353704518517,0.19325709008732672,49,10.013454378468923,1.5024425108215882,3.860019813126189,0.3872144774193321,26,0.1497408708060456,0.1876674096583384,3.4335766592052086,2.2929602868756565,0.16445908236006188,0.3209761656845153,0.17333709437937594,0.22202632411838527,0.15939204857502745,0.6574796790899459,2.5565041192505364,0.07594398232426801,9.717323789070699,0.027411469564029168,3.8150887552874218,2.6411692466547843,0.007960930184125053,0.04597040477551903,2.856228846837184,3.9040342200814773,0.3418865336054662,49,0.8073165643221709,0.7944455894320893,0.4237952995232316,0.002828605242256105,0.31244197836969245,0.11318805520935155,8.58
5.147495760372268,3.9285359321774393,119949.5423223567,49,1.5306338379218063,-0.016384126101737614,0.15377289141710426,0.15192949004885295,0.04419890149195398,0.3858347574329036,0.042116192767494544,0.1525653466704847,3.902967108620042,1.0162174344341262,0.00023977207548083683,0.4679607147329483,0.1701584527403966,49,9.880329907732435,1.3116725859949228,3.760362312304125,0.4334914786085231,29,0.14621892763779434,0.14206093325102204,3.7017789399576766,2.084874914175873,0.1608980498888873,0.33638407387235997,0.18129540493524374,0.22590348230999785,0.18958481224222626,0.0,5.1440557112812195,0.0995508815034734,9.626024018824893,0.03527549651279646,3.869088677140532,2.4330403194876773,0.01189036140117988,0.04815554968396527,3.3749464450275544,3.83859832874746,0.34835361836785245,89,1.0114362110586261,0.7251752512198516,0.6123778961232113,0.019775404403576318,0.28899707939444874,-0.037723368931417416,4.94
4.360099547209228,3.660762335426224,48372.66205921562,26,1.726196975312848,-0.027432921711306558,0.15492179295411834,0.18993732535950514,0.045954359294776696,0.3320129879399735,0.03531735705781018,0.14863535394882355,3.8416539631680853,1.0168573711057185,1.6063111176993564e-05,0.312563639697496,0.15253937874456233,49,10.073673822565224,0.8457509694021974,3.948161891508063,0.3666432569519861,67,0.1987111323124661,0.14073810589680782,3.368599966865081,1.58574313627325,0.14133805043654146,0.3107989813292043,0.1880372091002709,0.2388357924934757,0.20662472468905488,0.049905296427449036,2.3015421645915,-0.10142895226352988,9.789147132122093,0.03523477217308564,3.9232580424793433,2.273203724559334,0.002747609434890849,0.048887830031545586,3.7646555385795684,3.8691464754045497,0.3099994790256594,86,0.4032065055321618,1.9037051573801351,0.2866518318484353,0.0009978871026676123,0.28685747836154435,-0.047717929364273104,6.96
6.3339314867692265,5.392523832331225,113759.81885857994,73,1.6607931303495396,0.0252325579389386,0.1859195413737102,0.11813564856324407,0.04579185704539596,0.3132616551537589,0.0443349102385959,0.16722250409758554,3.834023263690228,1.0169408515693328,0.00032428918006203853,0.3357479877871033,0.16384996309208585,15,9.950173345827533,0.0,3.88556441877492,0.3275349786434689,49,0.2286252864094045,0.16374581365510782,4.142315424531708,1.4669286178392975,0.1623338583937212,0.29479537020918034,0.2274301262918501,0.22824833785648346,0.2305642076402745,0.9907208899718172,3.672043163301757,-0.035190542965812484,9.79008900230605,0.043986094446110624,3.853995518272292,2.308550353270148,0.002408533765076214,0.047756109649973816,3.840519814263024,3.8771623693344224,0.26352982222442745,31,0.9804139716832369,0.9405042042020854,0.5434916339251505,0.005222147747986343,0.2798642327783609,-0.007926093013126191,8.27
5.63213344712184,4.818378328653012,91589.88076801931,49,1.6685803329940467,-0.055983701083306615,0.14596139610610168,0.10040829418114308,0.04698693115908401,0.3175080229765564,0.04527563815726378,0.16211602592573118,3.8246480062951567,1.0168671947721557,0.0002569681723785567,0.406708084299564,0.16321036802518282,82,9.838624793864447,1.6186871948990724,3.7955081011582577,0.4310734163935508,74,0.1998339261096697,0.16115632055936574,3.7738097139162026,0.9938883999447052,0.16416908932065286,0.3336327734994207,0.19406616106687144,0.19920991899090132,0.21367990327971506,1.1576954043207304,3.698606836129558,0.19670934502528328,9.761839765878221,0.04263242142541075,3.8176560098255408,2.4908340003114606,0.0074411431722292785,0.048738616122339005,3.43376817175081,3.91581555779969,0.2512054020182205,87,0.8554060016617159,0.0,0.4836742582171872,0.006662478841337179,0.2066486168843252,-0.07761994295022423,7.44
4.81443308504129,3.451070300708813,90216.36533603068,49,1.5019111632350246,-0.05067086411223467,0.1569684957056622,0.15896415616041168,0.04818753264004132,0.3557548892149169,0.045396494417262345,0.14043025574885587,3.882680910939011,1.015495428935609,5.304089408176201e-05,0.31721068256366874,0.13844832845357144,49,9.784242251084981,0.3964187261339685,3.9376778886539054,0.375129234875628,7,0.16957989872740248,0.14508675132100127,3.9038333941329935,1.0998584453498876,0.15106503402215055,0.3385255768413469,0.1703045862858181,0.1922455151649888,0.16414978718336387,0.0,4.461143578691637,-0.01975562832681244,9.591153160456633,0.03845173776914256,3.890359391413316,2.647172538239246,0.0053397880284099045,0.04564404947715888,3.7631688608691385,3.779013485655414,0.3297194517110467,78,0.6965166193932002,1.6250902476299867,0.4952936640184315,0.011143718341555793,0.31952601932015995,-0.021865010006697327,7.32
6.210439560398883,5.121215577594227,104963.81327826652,60,1.6258020536794948,-0.028586828926445467,0.30047889972169395,0.09370384391376667,0.0476284695747204,0.3303272172219354,0.046231376592126366,0.16824913934734698,3.8036083218718746,1.0164540401803193,0.00012640040078296658,0.3189694536209019,0.17600650293091585,49,10.053810224393313,0.6092014952056793,3.835079239898386,0.3781539083741003,10,0.2050780904084678,0.17392715168269707,4.42735931919373,1.1993500901031855,0.1769827793980256,0.3839550832831781,0.2267854945638093,0.2093823435270504,0.2370304839654939,0.6543559147590113,4.742285938064961,-0.05575399178199625,9.615057857422563,0.046702558474433255,3.828389822388234,2.8791531270612745,0.0014695927704560152,0.04523744750441162,3.5386247665801887,3.7914308585956817,0.24673905758282336,22,0.9301821575984944,0.8482851311035972,0.5243271093172429,0.013796292689808443,0.2322924603653108,-0.014336611880135188,4.04
5.3278438208334284,4.609837383213856,71052.04211478923,62,1.7083826643316329,-0.0098637444943877,0.1030248141828497,0.12801975264772578,0.04596505263694255,0.3609952005226061,0.04155832821862734,0.1864321308325889,3.8823558940463,1.0169359422522508,0.00022027608655837949,0.3619731350797882,0.18709580083291089,49,9.923000815123698,0.0,3.759280142453208,0.3909385859764842,49,0.16344792206663036,0.19035409614589555,3.5424345373379307,0.9259027286583188,0.1871519730277148,0.3516679617195552,0.2436539031885896,0.22692510655007905,0.23722994462280186,0.033950971784621066,3.1043265297947578,0.04106179764079743,9.863701899329255,0.03850427761412498,3.8646809669682,2.3552199121032653,0.0018371906860877427,0.0391720737413409,3.489570690716066,3.7959061202691364,0.1465542908971561,8,0.7063246943679355,0.9792171697257952,0.5401623459702323,0.0038964110209530225,0.30180764713257696,-0.02051164960841401,1.99
